task_id,info_article_article_number,info_article_text.x,info_highlights_0_case_number,info_article_metadata_city,info_article_metadata_date_published
403,1668,"Posted: Oct 08, 2011 4:02 PM PDT
Updated: Oct 09, 2011 5:41 AM PDT
By Anne Thompson - bio | email
 
Hundreds ""Occupy Cincinnati""
CINCINNATI, OH (FOX19) -                         
Hundreds gathered at Lytle Park Saturday morning to ""Occupy Cincinnati."" The group then marched through downtown, and wound its way to Fountain Square where it had secured a permit to meet. Speakers, music, and rallying against corporate America were all included in the day's activities.
A wide variety of signs supporting or protesting various causes could be seen, but Mardell Glinski-Schultz of Greenhills told Fox 19, ""If you walk around and look at the signs, almost everybody brought out their own agenda, but I think that there is a common denominator and I think that common denominator is greed. It's the power of the corporations. The government is no longer for the people, and every one of these issues in its own separate way relates to that.""
According to occupycincinnati.org, the group believes that 1% of the country's population has amassed 99% of the wealth. Justin Jeffre attended the protest also, ""We believe we have a duty to make this a better, more fair, equitable society. We have too much poverty. We have too much adult poverty and child poverty in this country and we're here to change that. We're here to demand change.""
Similar protests have spread from New York City to cities across the country, and beyond.  But critics of the group's message are speaking up, too.  In Washington D.C., House Majority Leader Eric Cantor said of the growing protests, ""I for one am increasingly concerned about the growing mobs occupying Wall Street and the other cities across the country. And believe it or not, some in this town have actually condoned the pitting of Americans against Americans.""
In Cincinnati, Hamilton County Republican Party Chair Alex Triantafilou tweeted Saturday, ""I'm going to occupy my office so I can make a living.""  He told Fox 19 that he completely understands that people are very frustrated with current economic conditions but he disagrees that corporate America should be their target, ""We can bash corporations but some great corporations exist in our community and create lots of jobs so look, I understand the frustration about this but at the end of the day, corporations create jobs and that's important.""
It's estimated that about 500 people took part in the protest.  Cincinnati Police say it remained a peaceful one.
According to the Occupy Cincinnati Twitter and Facebook pages, protesters will gather again Sunday at Garfield Park at 6:00 am, with a General Assembly meeting at 2:00 pm.",1,Cincinnati,2011-10-09
404,1668,"Posted: Oct 08, 2011 4:02 PM PDT
Updated: Oct 09, 2011 5:41 AM PDT
By Anne Thompson - bio | email
 
Hundreds ""Occupy Cincinnati""
CINCINNATI, OH (FOX19) -                         
Hundreds gathered at Lytle Park Saturday morning to ""Occupy Cincinnati."" The group then marched through downtown, and wound its way to Fountain Square where it had secured a permit to meet. Speakers, music, and rallying against corporate America were all included in the day's activities.
A wide variety of signs supporting or protesting various causes could be seen, but Mardell Glinski-Schultz of Greenhills told Fox 19, ""If you walk around and look at the signs, almost everybody brought out their own agenda, but I think that there is a common denominator and I think that common denominator is greed. It's the power of the corporations. The government is no longer for the people, and every one of these issues in its own separate way relates to that.""
According to occupycincinnati.org, the group believes that 1% of the country's population has amassed 99% of the wealth. Justin Jeffre attended the protest also, ""We believe we have a duty to make this a better, more fair, equitable society. We have too much poverty. We have too much adult poverty and child poverty in this country and we're here to change that. We're here to demand change.""
Similar protests have spread from New York City to cities across the country, and beyond.  But critics of the group's message are speaking up, too.  In Washington D.C., House Majority Leader Eric Cantor said of the growing protests, ""I for one am increasingly concerned about the growing mobs occupying Wall Street and the other cities across the country. And believe it or not, some in this town have actually condoned the pitting of Americans against Americans.""
In Cincinnati, Hamilton County Republican Party Chair Alex Triantafilou tweeted Saturday, ""I'm going to occupy my office so I can make a living.""  He told Fox 19 that he completely understands that people are very frustrated with current economic conditions but he disagrees that corporate America should be their target, ""We can bash corporations but some great corporations exist in our community and create lots of jobs so look, I understand the frustration about this but at the end of the day, corporations create jobs and that's important.""
It's estimated that about 500 people took part in the protest.  Cincinnati Police say it remained a peaceful one.
According to the Occupy Cincinnati Twitter and Facebook pages, protesters will gather again Sunday at Garfield Park at 6:00 am, with a General Assembly meeting at 2:00 pm.",2,Cincinnati,2011-10-09
405,1668,"Posted: Oct 08, 2011 4:02 PM PDT
Updated: Oct 09, 2011 5:41 AM PDT
By Anne Thompson - bio | email
 
Hundreds ""Occupy Cincinnati""
CINCINNATI, OH (FOX19) -                         
Hundreds gathered at Lytle Park Saturday morning to ""Occupy Cincinnati."" The group then marched through downtown, and wound its way to Fountain Square where it had secured a permit to meet. Speakers, music, and rallying against corporate America were all included in the day's activities.
A wide variety of signs supporting or protesting various causes could be seen, but Mardell Glinski-Schultz of Greenhills told Fox 19, ""If you walk around and look at the signs, almost everybody brought out their own agenda, but I think that there is a common denominator and I think that common denominator is greed. It's the power of the corporations. The government is no longer for the people, and every one of these issues in its own separate way relates to that.""
According to occupycincinnati.org, the group believes that 1% of the country's population has amassed 99% of the wealth. Justin Jeffre attended the protest also, ""We believe we have a duty to make this a better, more fair, equitable society. We have too much poverty. We have too much adult poverty and child poverty in this country and we're here to change that. We're here to demand change.""
Similar protests have spread from New York City to cities across the country, and beyond.  But critics of the group's message are speaking up, too.  In Washington D.C., House Majority Leader Eric Cantor said of the growing protests, ""I for one am increasingly concerned about the growing mobs occupying Wall Street and the other cities across the country. And believe it or not, some in this town have actually condoned the pitting of Americans against Americans.""
In Cincinnati, Hamilton County Republican Party Chair Alex Triantafilou tweeted Saturday, ""I'm going to occupy my office so I can make a living.""  He told Fox 19 that he completely understands that people are very frustrated with current economic conditions but he disagrees that corporate America should be their target, ""We can bash corporations but some great corporations exist in our community and create lots of jobs so look, I understand the frustration about this but at the end of the day, corporations create jobs and that's important.""
It's estimated that about 500 people took part in the protest.  Cincinnati Police say it remained a peaceful one.
According to the Occupy Cincinnati Twitter and Facebook pages, protesters will gather again Sunday at Garfield Park at 6:00 am, with a General Assembly meeting at 2:00 pm.",3,Cincinnati,2011-10-09
406,1767,"6 protesters form Occupy Cleveland
by DAVID DAVIS, Managing Editor
11 months ago | 3337 views | 0  | 7  |  | 
view slideshow (3 images)



The Occupy Wall Street movement spread to Cleveland Wednesday with six people marching from Johnston Park to the Bradley County Courthouse Plaza where they held signs and waved to passing motorists.
“We are everywhere and we are everyone,” said Howard Hayes, of Benton. “We are here in support of Occupy Wall Street in New York City to make the people’s voice heard. Many of us feel the people’s voice is no longer being heard.”
Hayes alleged the Occupy movement focused on Wall Street because bankers and corporations have purchased politicians and all the rights and privileges of a human being with none of the responsibilities.
Beth Foster, of Cleveland, said a decision on how visible the local protest will be depends on conclusions made by a general assembly of the participants. The assembly is designed so there is no hierarchy or leadership and everyone’s voice is heard.
The goal, she said, is to get money out of politics.
“We want to own our government again,” she said. “The American people no longer own the government.”
Foster said they might decide to occupy a space in Cleveland at some point in the future, but most of the locals are working with Occupy Chattanooga.
“We may be doing the actual occupation with them, but what we want people to know is there is a presence in Cleveland,” she said.
Foster said Occupy has been compared to the tea party movement that sprang up prior to the last presidential election. The difference is that Occupy is not a political party. It is neither left nor right, Democrat nor Republican.
“Some of the political action committees affiliated with the Democratic Party have tried to move in on Occupy. The Democrats are as much a part of the problem as the Republicans. This is a nonpartisan movement,” she said.
Hayes said they are a very loosely formed, leaderless organization protesting against corporate greed and corruption.
“We support freedom, equality, justice and liberty,” he said. “We are being oppressed. There have been police atrocities across the country and we should absolutely have the freedom to assemble as we please, when we please in public areas.”
Foster said a desired outcome has not been established.
“There is not necessarily an end that has been established yet,” she said. “We are going through a dialoguing process to get to that end.”
Hayes has been participating in Occupy Chattanooga and planned to return to Chattanooga later in the evening to stay overnight on the lawn at City Hall.
“We are not going anywhere. We have the First Amendment right to assemble and it does not limit us to any time schedule or city ordinance,” he said. “It is our constitutional right to assemble in nonviolent protest.”
Hayes believes refusal of two Nashville magistrates to uphold the arrests of 29 protesters on Oct. 29, and 26 people on Oct. 30, based on a curfew put in place on Oct. 28, sets a legal precedent.
The Cleveland protesters are part of the Occupy movement, which began in lower Manhattan as Occupy Wall Street to decry corporate influence in government and wealth inequality. It has spread to cities large and small across the country and around the world.
Breann Murray Tolley and her husband own Clover Wreath Farm where they grow organic products in Cleveland. She is concerned about corruption and food security.
“A substantial amount of the federal budget goes to large corporate farms that do not have our health or our environment (in mind). I would really like to see the money given to small, sustainable farms so we can keep food more local and more sustainable,” she said.
Chad Jones, a sophomore at Cleveland State Community College, left the Navy only to find his military education and practical experience were disregarded, “because I didn’t have a piece of paper.”
Matthew Deniston, of Cleveland, is a member of the Georgia National Guard who has deployed twice each to Iraq and Afghanistan. He is concerned about waste and fraud in the military.
According to the Occupy Wall Street website, it is “a resistance movement with people of many colors, genders and political persuasions. The one thing we all have in common is that We Are The 99 percent that will no longer tolerate the greed and corruption of the 1 percent. We are using the revolutionary Arab Spring tactic to achieve our ends and encourage the use of nonviolence to maximize the safety of all participants.”
who marched around the Bradley County Courthouse Sunday afternoon protesting the “Equal Access to Public Property Act of 2012” authored by State Rep. Eric Watson, R-Cleveland representing the 22nd Legislative District. Members of the Occupy Movement say the bill makes homelessness a crime. Csapo said hundreds of thousands of working class families have been thrown out of their homes. He charged the foreclosure policies in the United States are the extraction of wealth from the working class. There is not a jump in homeless so much as there is a jump in “un-homed” people, he explained. There are more empty houses than there are homeless families, he said. On the right is Kenny (no last name) from Occupy Washington. Banner photo, DAVID DAVIS",1,Cleveland,NA
407,1885,"By Katie Williams
Posted: 11.01.2011 at 11:45 PM
Updated: 11.02.2011 at 6:15 AM


Occupy Columbia protesters hit the road
COLUMBIA (WACH)-- Occupy Columbia protesters took their rally on the road Tuesday evening, marching from the State House to Columbia City Hall.
Nearly 100 protesters came out to oppose the possible sale of Capital City Stadium on Assembly Street to a developer that works with retailers like Walmart. At this point, city leaders haven’t confirmed if a major chain store would locate in that space.
“If that’s the case, it will be very damaging to businesses in the City of Columbia,” said protester Mel Jenkins.
He and fellow protesters say the “Occupy” movement is all about fighting big business.
Midlands development leaders say the property is an attractive location for developers. They add if a big-box store like Walmart were to locate in the downtown area, it could attract even more business.
However, protesters say the opposite will happen.
“It will kill the small businesses that have been in the community for a long time,” said protester Tim Liszewski, as he marched toward Columbia City Hall.
Council members have given initial approval to that deal. Developers say it could take at least a year before the sale is finalized.
The Columbia Blowfish baseball team will be able to play at Capital City Stadium in 2012 if they choose to do so.
Some developers say locating a baseball stadium on the Bull Street property where the mental hospital was located would be an attractive location.",1,Columbia,2011-11-02
408,1897,"Posted: Oct 15, 2011 8:52 AM PDT
Saturday, October 15, 2011 11:52 AM EST
Updated: Oct 25, 2011 8:54 AM PDT
Tuesday, October 25, 2011 11:54 AM EST
By Mary King - email



""Occupy"" protesters take to the State House grounds
COLUMBIA, SC (WIS) - A protest group who says there is a problem with greed, government and Wall Street took their cause to the State House Saturday morning.
Around 150 protesters, calling themselves ""Occupy Columbia"", gathered in front of the State House at 9:00am.
""That's been the sort of beauty of this whole thing,"" said protester Travis Bland. ""This whole Occupy movement is that everybody has their grievances and they say, 'Hey here's a forum for me to let my voice to be heard.'""
The group got its roots from the ""Occupy Wall Street"" demonstrations in New York where cries for a separation of big corporations and politics began back in September.
""They need to stay over there and handle their money with their people,"" said protester Sarah Parker. ""Don't feed money to my president to try to get them to do what they want.""
Political science experts like USC professor Dr. Robert Oldendick who have been monitoring the Occupy movement say it symbolizes the frustration of Americans on many levels. But they add the argument for change may be better steered in another direction.
""Really the problem is, and what these Occupy movements seem to be looking at is that there is too much money in politics,"" said Oldendick.  ""And the solution to that is not on Wall Street --  it's in Washington.""
Some Columbia protestors agree. While calls for change ring nationwide, experts add if political change is made, it won't happen overnight.
""To get money out of politics involves campaign finance reform and as we've seen in the past couple of years it's been going in the opposite direction,"" said Dr. Oldendick.
It is not known when the protest will end, but protest organizers say they are prepared to stay overnight if they are allowed.",1,Columbia,2011-10-15
409,1959,"Occupy Dallas moves protest hub to downtown’s Pegasus Park but won’t camp there
By ROY APPLETON
Staff Writer
rappleton@dallasnews.com 
Published: 22 November 2011 11:24 PM


Days after police ended their stay near City Hall, Occupy Dallas members are moving to a more prominent base of protests — in the heart of downtown.
They don’t plan to camp, but to maintain a 24-hour presence in and near Pegasus Park, beginning Wednesday.
“The park will provide constant exposure in a high-traffic area,” protest leader Michael Prestonise wrote in a proposal approved unanimously by the group’s general assembly Monday night. The park, at the intersection of Main and Akard streets, “is the best choice for a new location to optimize the public visibility of our movement.”
Hotels, restaurants and lofts surround the park. Twenty-three Occupy Dallas demonstrators were arrested last month for blocking the entrance to a Chase bank nearby.
The influence of and prospects for the Occupy Movement here and elsewhere are unclear. For now, the local plan puts protesters at Pegasus Park between 5 a.m. to 11 p.m., when it is open to the public. And it has them walking sidewalks nearby when the park is closed overnight.
“The city of Dallas will have no grounds for our removal so long as we maintain presence in the park (during legal hours) and then continue on the sidewalk after hours,” Prestonise wrote in the proposal.
But attorney Jonathan Winocour told the group Monday night that the city might try to enforce ordinances, such as limits on noise and a prohibition against attracting a crowd on a sidewalk by “loud talking, unusual acts or exhibitions.”
Winocour also urged the group to respect the park property, to avoid damaging trees or littering. “If you are going to occupy the space, treat it as your home,” he said.
Inspired by the Occupy Wall Street movement, the local protesters have delivered wide-ranging messages decrying corporate greed, the widening wealth gap and a political system they say is corrupt and unresponsive to all but the powerful.
Since the first Occupy Dallas demonstration Oct. 6, police and other city officials have said they respect and will protect the protesters’ rights to free speech and assembly as long as they don’t violate city laws.
The city gave the group a permit to camp at Pioneer Plaza and then let the protesters temporarily settle near City Hall on Oct. 17 with conditions, such as no fires, cooking, signs or toilets at the site.
Citing violations and health and safety concerns at the camp, the city rescinded the agreement last Wednesday. And early Thursday, more than 100 police officers, some in riot gear, stepped in, removing tents and arresting 18 people without resistance. The misdemeanor charge: occupying an area closed to the public between midnight and 5 a.m. The fine: $184.
The loss of the campsite shouldn’t be a setback for the group, said Dr. Lloyd Jeff Dumas, a professor of political economy, economics and public policy at the University of Texas at Dallas.
“They don’t have to be sleeping in a park to make a difference,” he said.",1,Dallas,2011-11-22
410,2025,"4 of 50 DOCUMENTS
The Dallas Morning News (Texas)
Distributed by McClatchy-Tribune Business News
October 7, 2011 Friday
Occupy Dallas protest continues into second day, and die-hard few plan to camp out another night
BYLINE: Sarah Kramer, The Dallas Morning News
SECTION: BUSINESS AND FINANCIAL NEWS
LENGTH: 385 words


Oct. 07-- A few dozen protesters who marched Thursday as part of the Occupy Dallas movement aren't ready to give up just yet -- after spending the night downtown.
""I hope that our presence will open people's eyes to what is going on,"" said Barrett Carpenter, a 19-year-old student at North Lake Community College in Irving. ""We came out to stay out here.""
As many as 500 demonstrators marched through downtown Thursday carrying signs condemning corporate greed and chanting for change in the government.
Carpenter and Jesse Leatherwood, a student at Texas A&M, were among the handful who spent the night outside the JFK Memorial at Market Avenue and Main Street.
Both were considering going home tonight but plan on coming back.
""We can't get arrested,"" Carpenter said. ""I got to go to school and work.""
Raul Reyna, a detective with the Dallas County sheriff's office, said there have been no arrests so far.
""The crowd has been working with the police,"" he said. ""We have had open communication with them.""
The protesters have informed police that they will stay put for the remainder of the day and move to a new location tonight. They would need a permit to remain where they are another night.
While the majority of the crowd dispersed Thursday afternoon following the march on the Federal Reserve Bank of Dallas, a handful of campaigners still held posters on the street corner.
Satori Ananda, 35, of Dallas held a sign that read, ""2gether the ants will conquer the elephant.""
Ananda said she's willing to stay as long as it takes until the elephant is conquered.
""I believe we have a duty to get our voices heard,"" she said. ""The only way to let the government know is to come together and being committed to being part of that voice.""
Joshua Carmana, 24, walked around with a poster that read, ""The corrupt fear us, the honest join us.""
Though he has to leave for a job interview this afternoon, Carmana said he'd be back tonight.
""This movement to get what we want is going to take a long time,"" he said. ""When we are serious about things, the more likely we will get things done.""
The Occupy Wall Street protests began three weeks ago in New York City and have spread to more than 500 cities.
___ (c)2011 The Dallas Morning News Visit The Dallas Morning News at www.dallasnews.com Distributed by MCT Information Services


LOAD-DATE: October 7, 2011
LANGUAGE: ENGLISH
ACC-NO: 20111007-DA-Occupy-Dallas-protest-continues-into-second-day-and-die-hard-few-plan-to-camp-out-another-night-1007-20111007
PUBLICATION-TYPE: Newspaper
JOURNAL-CODE: DA
Copyright 2011 The Dallas Morning News",1,Dallas,2011-10-07
411,2335,"134 of 156 DOCUMENTS
The Associated Press State & Local Wire
December 12, 2011 Monday 8:08 PM GMT
Occupy protesters demonstrate at Colo. Walmart hub
SECTION: STATE AND REGIONAL
LENGTH: 94 words
DATELINE: LOVELAND Colo.


Anti-Wall Street protesters are demonstrating outside a Walmart distribution center in northern Colorado.
About 30 people were at the site in Loveland on Monday.
The Loveland Reporter-Herald ( http://bit.ly/vyRvni) reported that one person was arrested for obstructing a roadway.
The protesters are from occupy movements in Denver, Fort Collins and Greeley.
The demonstration is intended to show support for protesters along the West Coast trying to disrupt some of the nation's busiest ports.
Information from: Loveland Daily Reporter-Herald, http://www.reporterherald.com/


LOAD-DATE: December 13, 2011
LANGUAGE: ENGLISH
PUBLICATION-TYPE: Newswire
Copyright 2011 Associated Press
All Rights Reserved",1,Denver,2011-12-12
412,2439,"All had refused to leave Iowa Democratic Party headquarters.
Dec 19, 2011                 
Occupy protest at Iowa Democratic Party HQ
Written by GRANT RODGERS and TOM ALEX                 
        
Eight ""Occupy"" protesters were arrested at Iowa Democratic Party headquarters in Des Moines. The protesters, whose hands were zip-tied behind their backs, were placed in a police wagon and transported to Polk County jail. Each was to be charged with criminal trespassing.
These eight people were cited Monday for trespassing at Iowa Democratic Party headquarters in Des Moines:
Edward Bloomer, 64, of Des Moines
Julie Brown, 34, of Des Moines
Frank Cordaro, 60, of Des Moines
Clarke Davidson, 28, of Des Moines
Renee Espeland, 50, of Des Moines
Anthony Hide, 25, of Baton Rouge, La.
Jessica Reznicek, 30, of Centerville
Julie Strain, 45, of Des Moines
Demonstrators say no more protests are planned at two prominent Democratic Party sites in Des Moines after eight people were arrested Monday.
But group members could change their minds at any time, representatives of Occupy Des Moines said, and tactics like those that preceded the arrests are planned for large-scale rallies starting next week at Republican presidential candidate campaign offices in central Iowa.
Occupy Des Moines, in its attempts to bring attention to the disparity between rich and poor Americans, has organized rallies at banks and other locations since October, most lasting only a few hours.
But on Saturday, after a pair of protests at President Barack Obama’s Des Moines campaign office at 621 E. Second St., some group members vowed to remain there until their demands for the president to reject certain legislation were met.
They couldn’t get inside the office, though, and about 11 a.m. Monday protesters moved to Iowa Democratic Party headquarters at 5661 Fleur Drive.
“They don’t want to be here to listen to us; we decided to go to the state headquarters and make them listen to us,” said Daniel Bragg of Occupy Des Moines.
Police told 12 protesters that they could either leave or be arrested. Eight people, whose hands were zip-tied behind their backs, were placed in a police wagon and transported to the Des Moines police station at around 2 p.m., where they were cited and released.
Each was to be charged with criminal trespassing, a misdemeanor. They did not resist arrest.
“While we recognize their right to lawful protests, an occupation of our office is not acceptable and only interferes with the work we do to elect Democrats and build a better future for Iowa and our nation,” party Executive Director Norm Sterzenbach said in a prepared statement.
Demonstrators said that despite the arrests, they were pleased with the response they received from Democratic Party employees who permitted them to share concerns and read a prepared statement about legislation that would, among many other things, trim education spending and authorize a pipeline passing through Plains states.
Karen Jenson, a New Yorker who was visiting family and wanted to see Occupy Des Moines’ activities, said she was impressed with the protesters’ organization and the respect shown by demonstrators and party employees.
“They didn’t call police right away — they listened to what we had to say,” Jenson said. “They did make it clear that they would call the police.”
There are no plans to re-occupy the campaign office or the Democrats’ headquarters, Brandon Griffis of Occupy Des Moines said later Monday, but “that doesn’t mean we might not get together and decide to do that within a day or so.”
Griffis said the activities that led up to the arrests are similar to what is expected during the “People’s Caucus” Dec. 27 and “occupations” of presidential campaign offices from Dec. 27 to Jan. 3. Local demonstrators have invited visitors to come to Iowa and take part in the rallies as the political world focuses on Iowa and its leadoff presidential nominating contest Jan. 3.
Protesters say they will keep the protests civil, but many have said they will risk arrest.
“We’re hoping that that’s not the case; we’d love to be able to sit down with the candidates and share the concerns of the 99 percent and have a discourse,” Griffis said.
— Register staff writer Tiffany De Masters contributed to this story.
Link: http://www.desmoinesregister.com/article/20111220/NEWS09/312200046/8-arrested-during-protest-Des-Moines",1,Des Moines,2011-12-19
413,2439,"All had refused to leave Iowa Democratic Party headquarters.
Dec 19, 2011                 
Occupy protest at Iowa Democratic Party HQ
Written by GRANT RODGERS and TOM ALEX                 
        
Eight ""Occupy"" protesters were arrested at Iowa Democratic Party headquarters in Des Moines. The protesters, whose hands were zip-tied behind their backs, were placed in a police wagon and transported to Polk County jail. Each was to be charged with criminal trespassing.
These eight people were cited Monday for trespassing at Iowa Democratic Party headquarters in Des Moines:
Edward Bloomer, 64, of Des Moines
Julie Brown, 34, of Des Moines
Frank Cordaro, 60, of Des Moines
Clarke Davidson, 28, of Des Moines
Renee Espeland, 50, of Des Moines
Anthony Hide, 25, of Baton Rouge, La.
Jessica Reznicek, 30, of Centerville
Julie Strain, 45, of Des Moines
Demonstrators say no more protests are planned at two prominent Democratic Party sites in Des Moines after eight people were arrested Monday.
But group members could change their minds at any time, representatives of Occupy Des Moines said, and tactics like those that preceded the arrests are planned for large-scale rallies starting next week at Republican presidential candidate campaign offices in central Iowa.
Occupy Des Moines, in its attempts to bring attention to the disparity between rich and poor Americans, has organized rallies at banks and other locations since October, most lasting only a few hours.
But on Saturday, after a pair of protests at President Barack Obama’s Des Moines campaign office at 621 E. Second St., some group members vowed to remain there until their demands for the president to reject certain legislation were met.
They couldn’t get inside the office, though, and about 11 a.m. Monday protesters moved to Iowa Democratic Party headquarters at 5661 Fleur Drive.
“They don’t want to be here to listen to us; we decided to go to the state headquarters and make them listen to us,” said Daniel Bragg of Occupy Des Moines.
Police told 12 protesters that they could either leave or be arrested. Eight people, whose hands were zip-tied behind their backs, were placed in a police wagon and transported to the Des Moines police station at around 2 p.m., where they were cited and released.
Each was to be charged with criminal trespassing, a misdemeanor. They did not resist arrest.
“While we recognize their right to lawful protests, an occupation of our office is not acceptable and only interferes with the work we do to elect Democrats and build a better future for Iowa and our nation,” party Executive Director Norm Sterzenbach said in a prepared statement.
Demonstrators said that despite the arrests, they were pleased with the response they received from Democratic Party employees who permitted them to share concerns and read a prepared statement about legislation that would, among many other things, trim education spending and authorize a pipeline passing through Plains states.
Karen Jenson, a New Yorker who was visiting family and wanted to see Occupy Des Moines’ activities, said she was impressed with the protesters’ organization and the respect shown by demonstrators and party employees.
“They didn’t call police right away — they listened to what we had to say,” Jenson said. “They did make it clear that they would call the police.”
There are no plans to re-occupy the campaign office or the Democrats’ headquarters, Brandon Griffis of Occupy Des Moines said later Monday, but “that doesn’t mean we might not get together and decide to do that within a day or so.”
Griffis said the activities that led up to the arrests are similar to what is expected during the “People’s Caucus” Dec. 27 and “occupations” of presidential campaign offices from Dec. 27 to Jan. 3. Local demonstrators have invited visitors to come to Iowa and take part in the rallies as the political world focuses on Iowa and its leadoff presidential nominating contest Jan. 3.
Protesters say they will keep the protests civil, but many have said they will risk arrest.
“We’re hoping that that’s not the case; we’d love to be able to sit down with the candidates and share the concerns of the 99 percent and have a discourse,” Griffis said.
— Register staff writer Tiffany De Masters contributed to this story.
Link: http://www.desmoinesregister.com/article/20111220/NEWS09/312200046/8-arrested-during-protest-Des-Moines",2,Des Moines,2011-12-19
414,2460,"Handful of Occupy protesters arrested at Ron Paul headquarters         
Mary Stegmeir                                         
11:13 AM, Dec 29, 2011
Categories: Caucus Insider                
Covering Ron Paul                
                         
Five Occupy Des Moines members were arrested in Ankeny this morning after blocking the doors to Ron Paul’s Iowa presidential headquarters, said Drew Ivers, the congressman’s state campaign chairman.
A press release from the movement said that those gathered were protesting Paul’s anti-abortion stance, as well as his plans to make cuts to the Department of Education and the Environmental Protection Agency.
Ivers said the Occupiers arrived at the office, a suite located at 207 NE Delaware Ave., around 8 a.m. and were dispersed within a couple of hours.
The property’s landlord — not campaign staffers — called police to the scene, Ivers said.
“A little more than a half dozen” protesters showed up in total, he added.
“(The Ankeny Police) asked them to leave; they chose not to,” Ivers said. “I think a few were arrested and taken away. So there was no disturbance in terms of everything continued on without a hitch inside the office.”
Campaign operations were not interrupted and the Occupiers did not enter the office. The campaign routinely keeps its doors locked, even during business hours, Ivers.
“They were rather mild. They didn’t get violent by any means,” he said of the protesters. “It didn’t stop anything because we standardly keep the door closed.”
Paul addressed the issue this morning after WHO radio’s Jan Mickelson informed him during a live interview that his Iowa office was the site of a protest. Occupy Des Moines members protested at former Massachusetts Gov. Mitt Romney’s Iowa headquarters Wednesday.
“I didn’t even hear that yet,” said Paul, whose has had Occupy Des Moines members attend past campaign events. “It must not have been a big enough deal yet for them to tell me.”
The congressman went on to say he thinks there are parts of his libertarian message that would resonate with those involved in the Occupy movement.
“They don’t like the bailouts and I don’t like the bailouts; so there are some things that we can agree on,” he said. “I think the tea party movement and the Occupy movement are motivated for different reasons, but they come together because they don’t trust government anymore, and that’s why I think I can connect with both groups.”
Paul has a full day of campaigning ahead of him with town hall meetings planned in Perry, Atlantic and Council Bluffs.
Link: http://caucuses.desmoinesregister.com/2011/12/29/a-handful-of-occupy-protesters-arrested-at-ron-paul-headquarters/",1,Des Moines,2011-12-29
415,2643,"Weekly Roundup For November 4, 2011
Posted on 03 November 2011.


 HUMBOLDT OCCUPATIONS CONTINUE: Defying oncoming rain and frost, occupiers weather on after 27 days and nights. Occupy HSU has 10 student campers sleeping on the Quad. Occupy Arcata, with 10-15 demonstrators, has moved its encampment quarters from the Arcata Plaza to the Arcata City Hall lawn staying one step ahead of numerous complaints. The Arcata Eye gives us the latest chapter in true Hoover style reporting the humps and lumps taking place there.
In Occupy Eureka, 15 occupiers are holding down their narrow patch of sod with tents and a makeshift kitchen – despite the ‘No Camping’ signs drilled into the Courthouse lawn early last Thursday morning and a phalanx of 6 officers reportedly staring them down from across the street the night before. It was reported by witnesses that independent news media were denied access to the Occupy Eureka protest last week leading to the verbally abusive and hostile exchange of words by activist Kim “Verbena” Starr. Starr’s agitating actions and temper were later disapproved of as not being representative of the demonstrators and “not condoned” by the Occupy Eureka General Assembly when the censorship complaint was brought forward the following day.
Eureka Police Department officers were dispatched to US Bank this Wednesday in response to a report that protesters in dark clothes and masks were causing a disturbance by shouting and banging on the bank’s window with a big stick. Officers found the activists a few blocks away, protesting outside Bank of America and Chase. Rumors are circulating on good authority the protesters’ days are numbered: overnighters occupying the courthouse lawn will soon be evicted in short order by the long boot of EPD, perhaps by the time you read this. Nonetheless, the local Moveon.org chapter is organizing its members to support the Occupy protesters with a rally at the County Courthouse, Saturday from 1-4 p.m.",1,Eureka,2011-11-03
416,2727,"by Jenny Suniga
Posted: 10.14.2011 at 8:09 PM


FLINT -- The “Occupy Together” movement that started on Wall Street continues to sweep cities across the nation. On Friday the grass roots effort moved to Flint.
Hundreds of people descended on downtown Flint for the event that started around 12:00p.m. on the corner of Saginaw and First Streets.
The group was protesting a number of things from political corruption and corporate greed to the lack of jobs in the area.
People chanted “we want change” over and over while they carried signs with messages of disenchantment they felt with America.
 ""People are struggling to pay their bills and they keep raising our bills,"" said Flint resident Stan Downes.
""People have to make a living. They have to have houses. They have to have some security,” said Swartz Creek resident John Apperson.
The Flint protest is part of a nationwide movement called “Occupy Together.”  It started in mid-September on Wall Street and is now sweeping cities across the nation.  The purpose of the protests is a little vague. The Washington Post is calling it “a leaderless movement without an official set of demands.” Whatever the case may be, one thing is clear, these people are fed up with the country’s state of affairs.


""I see too many people that are homeless, losing their jobs or homes and it shouldn't be that way, "" said Clio resident Juanita Coleman.
""We are supposed to be the richest country, so prove it and help the poor,” said Downes.
""I think it's about time that American's stood up for their rights and make the corporate world accountable for they do especially to people lives,"" said Flushing resident Pam Bakken.
Flint is now one of more than 200 cities joining the ""Occupy Together"" movement over the last weeks.
State and U.S. leaders have referenced the protests but whether the demonstrations will make a difference remains yet to be seen.
""I think we have elected people to take care of these things and they should have some ideas and get them through. They need to work together,” said Coleman.
 ""I hope it makes a difference. I really do. What other choice do we have right now?"" said Downes.",1,Flint,2011-10-14
